Title,Author(s),,Year,Country
Model-based Synthesis of the Ud and the Renaissance Lute,"Erkut, Cumhur; Laurson, Mikael; Kuuskankare, Mika; Vôlimôki, Vesa",,2001,Cuba
Harmonic Visualizations of Tonal Music,"Sapp, Craig Stuart",,2001,Cuba
Vocal Fold and False Vocal Fold Vibrations in Throat Singing and Synthesis of Khöömei,"Sakakibara, Ken-Ichi; Imagawa, Hiroshi; Kouishi, Tomoko; Kondo, Kazumasa; Murano, Emi Zuiki; Kumada, Masanobu; Niimi, Seiji",,2001,Cuba
Audibility of Initial Pitch Glides in String Instrument Sounds,"Jôrvelôinen, Hanna; Vôlimôki, Vesa",,2001,Cuba
Visual and Adaptive Constraint Programming in Music,"Truchet, Charlotte; Assayag, Gérard; Codognet, Philippe",,2001,Cuba
An Interactive Beat Tracking and Visualisation System,"Dixon, Simon",,2001,Cuba
Composing Outdoor Augmented-Reality Sound Environments,"Goudeseune, Camille; Kaczmarski, Hank",,2001,Cuba
PortAudio - an Open Source Cross Platform Audio API,"Bencina, Ross; Burk, Phil",,2001,Cuba
Panel: New directions in Music Information Retrieval,"Dannenberg, Roger; Foote, Jonathan; Tzanetakis, George; Weare, Christopher",,2001,Cuba
Score Following Using Spectral Analysis and Hidden Markov Models,"Orio, Nicola; Déchelle, François",,2001,Cuba
A System to Port Unit Generators Between Audio DSP Systems,"MacMillan, Karl; Droettboom, Michael; Fujinaga, Ichiro",,2001,Cuba
Gestural Control at IRCAM,"Wanderley, Marcelo M.; Serra, Marie-Hélène; Battier, Marc; Rodet, Xavier",,2001,Cuba
Time-Frequency Reassignment for Music Analysis,"Hainsworth, Stephen W.; Wolfe, Patrick J.",,2001,Cuba
The Accordiatron: A Gestural Interface for Interactive Music,"Gurevich, Michael; von Muehlen, Stephan",,2001,Cuba
Controlling Material Properties in Physical Models of Sounding Objects,"Avanzini, Federico; Rocchesso, Davide",,2001,Cuba
Learning-Based Jam Session System for A Guitar Trio,"Hamanaka, Masatoshi; Goto, Masataka; Otsu, Nobuyuki",,2001,Cuba
Acoustic Cues from Shapes between Spheres and Cubes,"Fontana, Federico; Rocchesso, Davide; Apollonio, Enzo",,2001,Cuba
Princeton Sound Kitchen Open Source Software Report,"Cook, Perry; Leider, Colby; Park, Tae Hong; Tzaneatakis, George",,2001,Cuba
New techniques to model reverberant instrument body responses,"Penttinen, Henri; Karjalainen, Matti; Paatero, Tuomas; Jôrvelôinen, Hanna",,2001,Cuba
Inductive Learning of General and Robust Local Expression Principles,"Widmer, Gerhard",,2001,Cuba
A Modified Rectangular Waveguide Mesh Structure with Interpolated Input and Output Points,"Fontana, Federico; Savioja, Lauri; Vôlimôki, Vesa",,2001,Cuba
"Synthesizing Sounds with Specified, Time-Varying Spectra","Puckette, Miller",,2001,Cuba
A Fast Data Structure for Disk-Based Audio Editing,"Mazzoni, Dominic; Dannenberg, Roger B.",,2001,Cuba
On the importance of phase information in additive analysis/synthesis of binaural sounds,"Anderson, Tue Haste; Jensen, Kristoffer",,2001,Cuba
Listener Evaluation of Reduction Strategies for Sinusoidal and Resonance Models,"Chaudhary, Amar; Wessel, David; Rowe, Lawrence A.",,2001,Cuba
A System Supporting Flexible Distributed Real-Time Music Processing,"Dannenberg, Roger B.; van de Lageweg, Patrick",,2001,Cuba
Audio Latency Measurements of Desktop Operating Systems,"MacMillan, Karl; Droettboom, Michael; Fujinaga, Ichiro",,2001,Cuba
Trumpet and Trumpet Player: Model and Simulation in a Musical Context,"Vergez, Christopher; Rodet, Xavier",,2001,Cuba
Manipulation and Resynthesis with Natural Grains,"Hoskinson, Reynald; Pai, Dinesh",,2001,Cuba
Physicality and Feedback: A Focus on the Body in the Performance of Electronic Music,"Bahn, Curtis; Hahn, Tomie; Trueman, Dan",,2001,Cuba
New Public-Domain Realizations of Standard Pieces for Instruments and Live Electronics,"Puckette, Miller",,2001,Cuba
University of Cincinnati College Conservatory of Music Center for Computer Music,"Helmuth, Mara; Watts, Chris; Bukvic, Ico",,2001,Cuba
Efficient Pitch Detection Techniques for Interactive Music,"de la Cuadra, Patricio; Master, Aaron; Sapp, Craig",,2001,Cuba
Using the Web for Live Interactive Music,"Young, John P.",,2001,Cuba
A Musical Instrument Based on a Bioacoustic Model of a Cicada,"Smyth, Tamara; Smith, Julius O.",,2001,Cuba
Hard Sync Without Aliasing,"Brandt, Eli",,2001,Cuba
Implementing Temporal Type Constructors for Music Programming,"Brandt, Eli",,2001,Cuba
CCRMA Studio Report,"Lopez-Lezcano, Fernando",,2001,Cuba
Enhancing sound description in VRML,"Topol, Alexandre; Schaeffer, Florent",,2001,Cuba
Functional Specification of a Distributed and Mobile Architecture for Virtual Sound Space Systems,"Schaeffer, Florent; Natkin, Stéphane; Topol, Alexandre",,2001,Cuba
System-Level MIDI Performance Testing,"Wright, James; Brandt, Eli",,2001,Cuba
Note and Hammer Velocity Dependence of a Piano String Model Based on Coupled Digital Waveguides,"Bensa, Julien; Gibaudan, Frederic; Jensen, Kristoffer; Kronland-Martinet, Richard",,2001,Cuba
Data driven identification and computer animation of bowed string model,"Serafin, Stefania; Smith, Julius O.; Thornburg, Harvey; Mazzella, Frederic; Tellier, Arnaud; Thonier, Guillaume",,2001,Cuba
Technological Advances for Conducting a Virtual Ensemble,"Garnett, Guy E.; Jonnalagadda, Mangesh; Elezovic, Ivan; Johnson, Timothy; Small, Kevin",,2001,Cuba
Improvising with Computers: A Personal Survey (1989-2001),"Jordà, Sergi",,2001,Cuba
A Memory-Based Model for Music Analysis: Challenging the Gestalt Principles,"Bod, Rens",,2001,Cuba
Delimitation of Compositive Constants in Electroacoustic Music from the Interior of Argentina,"Fumarola, Martin",,2001,Cuba
From Piano String Vibrations to the Acoustic Field Radiated by the Soundboard,"Aramaki, Mitsuko; Guillemain, Philippe; Hoeb, Nathalie; Roure, Alain",,2001,Cuba
Architectural Overview of a System for Collaborative Music Composition Over the Web,"Wüst, Otto; Jordà, Sergi",,2001,Cuba
Spectrum of Pitch Differences Models the Perception of Octave Ambiguous Tones,"Normann, Immanuel; Purwins, Hendrik; Obermayer, Klaus",,2001,Cuba
Constant Q Profiles for Tracking Modulations in Audio Data Format,"Purwins, Hendrik; Blankertz, Benjamin; Obermayer, Klaus",,2001,Cuba
Analysis and Synthesis of Room Acoustics Using the MPEG-4 Scene Description,"Vôônônen, Riitta",,2001,Cuba
The MATRIX: A New Musical Instrument for Interactive Performance,"Overholt, Dan",,2001,Cuba
Frequency Shaping of Audio Signals,"Penrose, Christopher",,2001,Cuba
Modeling the Tempo Coupling between an Ensemble and the Conductor,"Baird, Bridget; Izmirli, Ozgur",,2001,Cuba
Radiation Control on Multi-Loudspeaker Device : La Timée,"Misdariis, Nicolas; Nicolas, François; Warusfel, Olivier; Caussé, René",,2001,Cuba
Music Informatics Laboratory,"Arnspang, Jens; Jensen, Kristoffer; Murphy, Declan; Andersen, Tue Haste; Marentakis, Georgios",,2001,Cuba
Music Technology: Pedagogy and Research @ the University of Limerick,"de Paor, Paschall",,2001,Cuba
Managing Complexity with Explicit Mapping of Gestures to Sound Control with OSC,"Wright, Matthew; Freed, Adrian; Lee, Ahm; Madden, Tim; Momeni, Ali",,2001,Cuba
Preparation for Interactive Live Computer Performance in Collaboration with a Symphony Orchestra,"Madden, Timothy; Sith, Ronald Bruce; Wright, Matthew; Wessel, David",,2001,Cuba
Center for New Music and Audio Technologies (CNMAT): Studio Report,"Andrews, Richard",,2001,Cuba
Automatic Modeling of Musical Style,"Lartillot, Olivier; Dubnov, Shlomo; Assayag, Gérard; Bejerano, Gill",,2001,Cuba
Bowed string synthesis with force feedback gesture interaction,"Florens, Jean-Loup; Henry, Cyrille",,2001,Cuba
Representation and Discovery of Multiple Viewpoint Patterns,"Conklin, Darrell; Anagnostopoulou, Christina",,2001,Cuba
Singing Voice Synthesis Combining Excitation plus Resonance and Sinusoidal plus Residual Models,"Bonada, Jordi; Celma, Oscar; Loscos, Alex; Ortolà, Jaume;  Serra, Xavier; Yoshioka, Yasuo; Kayama, Hiraku; Yuji Hisaminato, Hideki Kenmochi",,2001,Cuba
A Genetic Search Technique for Polyphonic Pitch Detection,"Garcia, Guillermo",,2001,Cuba
Do Composition Systems Support Creativity? - An evaluation,"Eaglestone, Barry; Ford, Nigel; Clowes, Mark",,2001,Cuba
Measuring Intention against Reception in Electroacoustic Music: A new opportunity for analysis,"Landy, Leigh",,2001,Cuba
Evaluating spatial sound with binaural auditory model,"Pulkki, Ville",,2001,Cuba
Etna - a New Advanced Graphical Tree Representation of Music,"Chico-Töpfer, Wolfgang",,2001,Cuba
"Grouping, Similarity and the Recognition of Rhythmic Structure","Weyde, Tillman",,2001,Cuba
Analysis-Synthesis of Flute Sounds Using a Non-Linear Digital Waveguide Model,"Ystad, Sølvi; Voinier, Thierry",,2001,Cuba
Hypermusic and the Sighting of Sound - A Nomadic Studio Report,"Impett, Jonathan; Bongers, Bert",,2001,Cuba
QSketcher: An Environment for Composing Music for Film,"Abrams, Steven; Bellofatto, Ralph; Fuhrer, Robert; Oppenheim, Daniel; Wright, James; Boulanger, Richard; Leonard, Neil; Marsh, David; Rendish, Michael; Smith, Joe",,2001,Cuba
Towards a Virtual Membrane: New Algorithms and Technology for Analyzing Gestural Data,"Schloss, W. Andrew; Driessen, Peter F.",,2001,Cuba
Alignment of Monophonic and Polyphonic Music to a Score,"Orio, Nicola; Schwarz, Diemo",,2001,Cuba
Detection and modeling of fast attack transients,"Rodet, Xavier; Jaillet, Florent",,2001,Cuba
Machine Learning Techniques for Real-time Improvisational Solo Trading,"Thom, Belinda",,2001,Cuba
Realizing Lucier and Stockhausen: Case studies in electroacoustic performance practice,"Burns, Christopher",,2001,Cuba
Transients modelling by pruned wavelet trees,"Daudet, Laurent",,2001,Cuba
Music Plus One: A System for Expressive and Flexible Musical Accompaniment,"Raphael, Christopher",,2001,Cuba
Spectral analysis of timing profiles of piano performances,"Trilsbeek, Paul; Desain, Peter; Honing, Henkjan",,2001,Cuba
A Framework for Representing and Manipulating Tonal Music,"Abrams, Steven; Fuhrer, Robert; Oppenheim, Daniel V.; Pazel, Don P.; Wright, James",,2000,Germany
High Level Musical Control of Sound Synthesis in OpenMusic,"Agon, Carlos; Stroppa, Marco; Assayag, Gérard",,2000,Germany
Modelling a Drum by Interfacing 2-D and 3-D Waveguide Meshes,"Aird, Marc; Laird, Joel; ffitch, John",,2000,Germany
"Current Work at YalMusT, Yale University's Music and Technology Center","Alexander, Kathryn; Suttor, Matthew",,2000,Germany
Arno: Constraints Programming in Common Music,"Anders, Torsten",,2000,Germany
Center for New Music and Audio Technologies (CNMAT) Studio Report,"Andrews, Richard",,2000,Germany
On the Use of Weighted Sample Methods in Digitizing the Clarinet Equations,"Avanzini, Federico",,2000,Germany
Scalable Connectivity Processor for Computer Music Performance Systems,"Aviziensis, Rimas; Freed, Adrian; Suzuki, Takahiko; Wessel, David",,2000,Germany
iEAR Studios: Integrated Electronic Arts at Rensselaer Polytechnic Institute,"Bahn, Curtis",,2000,Germany
Nonlinear Interaction in the Digital Waveguide With the Application to Piano Sound Synthesis,"Bank, Balázs",,2000,Germany
"Coney Island: Combining jMax, Spat and VSS for Acoustic Integration of Spatial and Temporal Models in a Virtual Reality Installation","Bargar, Robin; Dechelle, Francois; Choi, Insook; Betts, Alex; Goudeseune, Camille; Schnell, Norbert; Warusfel, Olivier",,2000,Germany
Models and Deformations in Procedural Synchronous Sound for Animation,"Bargar, Robin; Betts, Alex; Fitz, Kelly; Choi, Insook",,2000,Germany
Improving the Extended Kalman Filter Method for the Restoration of Electro-Acoustic Music,"Bari, Andrea; Canazza, Sergio; De Poli, Giovanni; Mian, Gian Antonio",,2000,Germany
A compositional methodology based on data extracted from natural phenomena,"Barrett, Natasha",,2000,Germany
Perceptual and Analytical Analysis of the effect of the Hammer Impact on the Piano Tones,"Bensa, Julien; Jensen, Kristoffer; Kronland-Martinet, Richard; Ystad, Sølvi",,2000,Germany
Varèse-Le Corbusier. Scenes from a rebellious thought. Reconstruction of the Poème Electronique,"Bianchini, Laura; Casali, Valerio; Lupone, Michelangelo",,2000,Germany
Designing a virtual theatrical listening space,"Bianchini, Laura",,2000,Germany
MuTaTeD'II: A System for Music Information Retrieval of Encoded Music,"Boehm, Carola; MacLellan, Donald; Hall, Cordy",,2000,Germany
Automatic technique in frequency domain for near-lossless time-scale modification of audio,"Bonada, Jordi",,2000,Germany
Developing a Windows and Macintosh Graphical User Interface for the Mathews Radio-Baton System,"Boulanger, Richard; Choi, Young Jun; Castelli, Luigi",,2000,Germany
Scanned Synthesis: An Introduction and Demonstration of a New Synthesis and Signal Processing Technique,"Boulanger, Richard; Smaragdis, Paris; ffitch, John",,2000,Germany
Two New Courses in Computer Music Performance @ Berklee: Alternate Controllers and the Techno/Rave Ensemble,"Boulanger, Richard",,2000,Germany
Next Steps from NeXTSTEP: MusicKit and SoundKit in a New World,"Brandon, Stephen; Smith, Leigh M.",,2000,Germany
Temporal type constructors for computer music programming,"Brandt, Eli",,2000,Germany
Rule-Based Emotional Coloring of Music Performance,"Bresin, Roberto; Friberg, Anders",,2000,Germany
Software Tools for Musical Expression,"Bresin, Roberto; Friberg, Anders",,2000,Germany
Jammin' on the Web - a new Client/Server Architecture for Multi-User Musical Performance,"Burk, Philip L.",,2000,Germany
WOW'EM: Encouraging an Integrated Generation,"Burns, Kristine H.",,2000,Germany
A real-time platform for interactive dance and music systems,"Camurri, Antonio; Coletto, Paolo; Peri, Massimiliano; Ricchetti, Matteo; Ricci, Andrea; Trocca, Riccardo; Volpe, Gualtiero",,2000,Germany
Synthesis of expressive movement,"Camurri, Antonio; Coletta, Paolo; Ricchetti, Matteo; Volpe, Gualtiero",,2000,Germany
Real-Time Morphing Among Different Expressive Intentions in Audio Playback,"Canazza, Sergio; De Poli, Giovanni; Drioli, Carlo; Rodà, Antonio; Zamperini, Federico",,2000,Germany
Voice Morphing System for Impersonating in Karaoke Applications,"Cano, Pedro; Loscos, Alex; Bonada, Jordi; de Boer, Maarten; Serra, Xavier",,2000,Germany
Separation of Mixed Audio Sources By Independent Subspace Analysis,"Casey, Michael A.; Westner, Alex",,2000,Germany
Fleece: Graphical 3-D Trajectory Specification Software for Spatialization in Live Performance,"Castle, Harry D.",,2000,Germany
On tempo tracking: Tempogram Representation and Kalman filtering,"Cemgil, Ali Taylan; Kappen, Bert; Desain, Peter; Honing, Henkjan",,2000,Germany
An Open Architecture for Real-time Music Software,"Chaudhary, Amar; Freed, Adrian; Wright, Matthew",,2000,Germany
Embedding a sensory data retrieval system in a movement-sensitive space and a surround sound system,"Choi, Insook; Zheng, Geoffrey; Chen, Ken",,2000,Germany
Streaming Structured Audio,"Claussen, Marek; Solbach, Ludger",,2000,Germany
squeezeVox: A New Controller for Vocal Synthesis Models,"Cook, Perry R.; Lieder, Colby N.",,2000,Germany
Singing Voice Impersonator Application for PC,"de Boer, Maarten; Bonada, Jordi; Cano, Pedro; Loscos, Alex; Serra, Xavier",,2000,Germany
Using the Sound Description Interchange Format within the SMS Applications,"de Boer, Maarten; Bonada, Jordi; Serra, Xavier",,2000,Germany
The jMax environment: an overview of new features,"Déchelle, François; Schnell, Norbert; Borghesi, Riccardo; Orio, Nicola",,2000,Germany
Shape and Material Design in Physical Modeling Sound Synthesis,"Djoharian, Pirouz",,2000,Germany
The Gassmann Electronic Music Studio University of California at Irvine,"Dobrian, Christopher",,2000,Germany
Developments in Audio File Formats,"Dobson, Richard W.",,2000,Germany
The Short-Time Laguerre Transform: A New Method for Real-Time Frequency Warping of Sounds,"Evangelista, Gianpaolo",,2000,Germany
The Interdisciplining of Computer Music,"Fields, Kenneth",,2000,Germany
A New Algorithm for Bandwidth Association in Bandwidth-Enhanced Additive Sound Modeling,"Fitz, Kelly; Haken, Lippold; Christensen, Paul",,2000,Germany
